ABET	VBOO; 
draw	 gelykop;  spanning;  uittrek;  krimping;  onbesliste uitslag;  uitlig;  intrek;  opstel;  toetrek;  sluk;  trekpleister;  skeefloop;  gelykopspel;  temper;  saamtrek;  uithamer;  wissel;  trekweerstand; teken;  skeef loop;  toer;  trek;  afdun;  afhaal;  trektapsheid;  gelykop speel;  loting; 
drawing	 afdunning;  trekking; tekening;  maak van 'n tekening;  intekening;  tekene;  tekenwerk; 
drawn	getrek; 
dream	droom; 
dreams	drome; 
drew	skeef geloopte;  het gewissel;  gelote;  het uitgelig;  het skeefgeloop;  ingekrimpte;  afgehaalde;  opgestelde;  het getemper;  ingetrekte;  het gesluk;  het uitgetrek;  het uitgehamer;  het toegetrek;  het getrek;  het geteken; 
drink	 drink; drank; 
drinking	drinkery; 
drive	 dryf;  ry;  rylaan;  inslaan;  dryfveer;  'n dryfhou slaan;  inrit;  dryfhou;  myngang;  rytjie;  draaipen;  hei;  aandryf;  strekgang;  meenemer;  kamp;  aandrywer;  grawe;  aandrywing;  boor;  dryfkrag; bestuur;  drang;  rit; 
driven	 ingeslane;  geryde;  voortgedrang; gedrewe;  geboorde;  aangedrewe;  gedrewe; bestuurder; 
driver	 aandryftrap;  aandrywer;  dryfyster; bestuurder;  drywer; 
driver's	bestuurder se; 
drivers	 aandrywers;  drywers;  aandryftrappe; bestuurders;  dryfysters; 
driving	 dryf;  ry;  inslaan;  aandryf;  kamp;  aangedrewe;  boor; bestuur; 
drop	 ontbind;  drup;  sak;  uitlaat;  baan;  skepskop;  klontjie;  verloor;  afname;  druppel;  uitsak;  neerlaat; val;  daling;  daal;  laat val;  gaan lê; 
drug	medisyne;  farmakologiese middel;  dwelmmiddel;  artsenymiddel;  medikament;  narkotikum;  dwelm;  geneesmiddel;  verdowingsmiddel;  bedwelm;  drogery; 
drugs	 verdowingsmiddels;  geneesmiddels;  farmakologiese middels;  medikamente;  medisynes; dwelms;  dwelmmiddels;  artsenymiddels;  bedwelm;  narkotikums; 
drum	 trom;  tol; trommel;  drom;  konka; 
dry	 droogmaak;  uitdroog;  droog maak;  afdroog;  verdroog;  droë; droog; 
dual	dubbeldoelig;  tweeledig;  duaal; 
due	 betaalbaar; skuldig; 
duly	behoorlik; 
duplicate	 gedupliseer;  dupliseer; kopieer;  duplikaat; 
duplication	 duplikasie;  verdubbeling; duplisering; 
duration	 tydsduur; duur; 
during	gedurende; 
duties	pligte; 
duty	 taak; diens;  plig;  aksyns;  dienslas;  belasting;  reg; 
dynamic	dinamies; 
dynamics	dinamika;  dinamiek; 
e-mail	e-pos; 
each	elke; 
earlier	vroeër; 
earliest	vroegste; 
early	vroeg; 
earmark	oormerk;  oortjie; 
earmarked	geoormerkte; 
earn	verdien; 
earned	verdiende; 
earning	verdienstes; 
earnings	verdienste; 
earth	 aardgeleier;  aarde;  aard; grond; 
ease	ruimte;  skotig insit;  laat skiet;  skiet gee;  inruim;  skietgee;  verslap;  gemak;  losser maak; 
easier	makliker; 
easily	 moeiteloos;  maklik; lig;  gemaklik; 
east	ooste;  oos-;  oos; 
eastern	ooste;  oostelik; 
easy	maklik; 
economic	ekonomies; 
economically	ekonomies;  voordelig; 
economics	ekonomie; 
economies	ekonomieë; 
economist	ekonoom; 
economists	ekonome; 
economy	ekonomie;  spaarsaamheid; 
ecosystem	 ekostelsel; ekosisteem; 
ecosystems	 ekostelsels; ekosisteme; 
edge	 snee;  afkant;  afrand;  snykant;  rand;  kantwals;  rant;  omrand; kant;  garneerkant; 
editing	redigering;  persklaarmaking; 
edition	 edisie; uitgawe; 
editor	redakteur;  regisseur;  samesteller;  redigeerder; 
editors	 redigeerders; regisseurs;  samestellers;  redakteurs; 
educate	oplei;  opvoed; 
educated	 opgevoede; opgeleide; 
educating	oplei;  opvoed; 
education	 voorligting;  opvoeding; onderwys; 
educational	opvoedkundig;  onderwys-; 
educator	 voorligter; opvoeder; 
educators	 voorligters; opvoeders; 
effect	 uitvoer; gevolg;  effek;  uitwerk;  aanbring;  strekking;  uitwerking; 
effected	 uitgevoerde;  het aangebring;  uitgewerkte; het gevolg; 
effective	doeltreffend;  effektief; 
effectively	 prakties; doeltreffend;  effektief; 
effectiveness	 effektiwiteit; doeltreffendheid; 
effects	 byklanke; effekte; 
efficacy	doelmatigheid; 
efficiency	 doelmatigheid;  bekwaamheid;  drakrag;  benuttingsgraad;  rendement; doeltreffendheid; 
efficient	doeltreffend;  bekwaam; 
efficiently	doeltreffend;  vaardig; 
effort	poging;  hyskrag;  inspanning;  krag;  arbeidsinset; 
efforts	pogings;  kragte;  arbeidsinsette; 
eight	agt; 
either	of; 
el	el (lengtemaat);  El Niño; 
elder	ouderling; 
elderly	bejaarde;  bejaard; 
elders	ouderlinge; 
elect	verkies; 
elected	verkose; 
election	 eleksie; verkiesing; 
elections	verkiesings;  eleksies; 
electoral	kiesers-;  kies-; 
electrical	 elektrotegnies; elektries; 
electricity	elektrisiteit; 
electrification	elektrifikasie; 
electronic	elektronies; 
electronically	elektronies; 
elects	verkies; 
elements	beginsels; 
elevate	 lig; verhoog;  hoogte bepaal;  hoogte vasstel;  verhef;  hys; 
eleven	 elftal; elf; 
eligible	 paslik;  geregtig wees op;  wenslik;  in aanmerking kom;  verkieslik;  verkiesbaar; geskik; 
eliminate	uitskakel;  elimineer;  uitskei; 
eliminated	 geëlimineerde; uitgeskakelde;  uitgeskeide; 
elimination	uitskakeling;  eliminasie;  uitskeiding;  eliminering; 
eloquently	welsprekend; 
else	 of anders; anders; 
elsewhere	elders; 
email	e-pos; 
emanate	afgee; 
emancipation	 ontvoogding; emansipasie; 
embark	aan boord gaan; 
embarked	het aan boord gegaan; 
embarking	aan boord neem; 
embassies	ambassades; 
embassy	ambassade; 
embedded	versink;  ingebed; 
emblem	embleem; 
embodiment	beliggaming; 
embrace	 omhels; insluit; 
embraced	omvat; 
embraces	sluit in;  omhels; 
emerge	 uitkom;  opkom; verskyn; 
emerged	het uitgekom;  het opgekom;  het verskyn; 
emergence	 emergensie;  opkoms; styging; 
emergency	 nood;  nood-;  noodtoestand; noodgeval; 
emergent	verrysend;  opkomend; 
emerging	 verskene; opkomende;  uitkomende; 
eminent	hoog;  eminent;  hoë;  gesiene;  hoogstaande; 
emission	 emissie;  uitstraling; vrylating; 
emissions	 uitstralings;  emissies; vrylatings; 
emoluments	 byverdienste; emolumente; 
emotion	emosie; 
emotional	emosioneel; 
emotions	emosies; 
emphasis	 nadruk; klem; 
emphasise	benadruk; 
emphasised	beklemtoonde; 
emphasises	beklemtoon; 
emphasize	beklemtoon; 
employ	 in diens neem; gebruik; 
employed	 het gebruik; het in diens geneem; 
employee	werknemer; 
employees	werknemers; 
employer	werkgewer; 
employers	werkgewers; 
employing	 in diens neem; gebruik; 
employment	 werkverskaffing;  indiensneming; werk; 
employs	 in diens neem; gebruik; 
empower	 magtig; bemagtig; 
empowered	 gevolmagtig;  gemagtig;  gevolmagtigde; bemagtig; 
empowering	bemagtigend;  instaatstelling; 
empowerment	bemagtiging; 
empty	 ledig; leeg; 
enable	in staat stel; 
enabled	in staat gestel; 
enables	in staat stel; 
enabling	in staat gestelde; 
enact	 ensceneer; verorden; 
enacted	het ensceneer;  verordende; 
enacting	 ensceneer; verorden; 
enactment	 wetsvoorskrif; verordening;  enscenering; 
enactments	 wetsvoorskrifte; verordeninge;  enscenerings; 
encourage	aanmoedig; 
encouraged	het aangemoedig; 
encourages	aanmoedig; 
encouraging	aanmoedigende; 
end	 punt;  eindig;  draad; einde;  ent;  skeringdraad;  kant; 
endangered	bedreigde; 
endeavour	trag; 
ended	bedrade; beëindig;  gekante;  beëindigde; gestop;  het geëindig; 
ending	einde; 
endorse	endosseer; 
endorsed	geëndosseerde; 
endorsement	endossement;  endossement onderskrywing;  onderskrywing; 
ends	sye; 
enduring	 duursaam; blywend; 
energy	energie; 
enforce	toepas;  afdwing; 
enforced	toegepaste;  afgedwingde; 
enforcement	toepassing; 
engage	koppel;  inhaak;  inkoppel;  inskakel;  inkam; 
engaged	gekoppel;  beset;  verloof;  betrokke wees by;  ingelaat; 
engagement	 inskakeling; indiensneming;  verpligting;  verlowing;  inkoppeling; 
engagements	 inskakelings;  verlowings;  inkoppelings; verpligtings;  indiensnemings; 
engaging	 ingekoppelde; gekoppelde;  ingehaakte;  ingekamde;  ingeskakelde; 
engender	veroorsaak;  teel;  voortbring;  kweek; 
engendering	veroorsaak;  teel;  voortbring;  kweek; 
engine	 lokomotief;  enjin; masjien; 
engineer	 genieer; uitvoer;  ingenieur; 
engineering	 manipulasie;  manipulering; ingenieurswese;  ingenieurswerk; 
engineers	 ingenieurs; uitvoer; 
enhance	 vergroot; versterk;  uitbrei; 
enhanced	verhoog; 
enhancement	verhoging;  uitbouing;  versterking; 
enhancing	 versterkte; uitgebreide;  vergrote; 
enjoy	geniet; 
enjoyed	het geniet; 
enormous	 enorm;  yslik;  tamaai;  kolossaal; geweldig;  ontsaglik; 
enough	genoeg; 
enquiries	 navrae; ondersoeke; 
enquiry	ondersoek;  navraag; 
enrich	verryk; 
enrol	inskryf; 
enrolled	ingeskrewe; 
enrolment	inskrywing; 
enshrined	bewaar wees in;  vasgelê in;  ; 
ensue	volg; 
ensuing	volg; 
ensure	verseker; 
ensured	versekerde; 
ensures	verseker; 
ensuring	verseker; 
entail	behels;  meebring; 
entails	behels;  meebring; 
enter	 invoer; aangaan;  binnevaar;  insleutel;  inskryf;  ingaan;  toetree; 
entered	 toegetrede;  het aangegaan; ingevoerde;  ingesleutelde; binnegevaar; ingegaan;  ingeskrewe; 
entering	inklaring; 
enterprise	 inisiatief; onderneming; 
enterprises	 inisiatiewe; ondernemings; 
enters	 gaan in;  inskrywings;  toetredes; aangaan;  vaar binne;  binnevaar;  insleutel;  voer in;  invoere;  ingaan;  sleutel in; 
entertainment	 vermaaklikheid; vermaak;  onthaal; 
entire	 gaaf;  geheelstuk; heel;  koevert met inhoud;  gaafrandig; 
entities	entiteite; 
entitled	geregtig op; 
entity	entiteit; 
entrance	deur;  toegang;  binnekoms;  ingang; 
entrepreneur	entrepreneur;  ondernemer; 
entrepreneurial	ondernemers-; 
entrepreneurs	entrepreneurs;  ondernemers; 
entrepreneurship	entrepreneurskap; 
entries	 voorspellings;  ingange;  toetredes;  inlatings; inskrywings;  toegange;  argumente;  intredes;  intogte; 
entrusted	 oorlaat; toevertrou; 
entry	 voorspel;  inskrywing;  intrede;  argument;  inlating;  toetrede;  intog; toegang;  ingang; 
envelope	 hulsel;  omhulsel;  toonduur;  omhullende kromme;  kardoes;  mantel;  omhulling;  begrensing; koevert; 
environment	omgewing; 
environmental	omgewings-; 
environments	omgewings; 
envisage	beoog; 
envisaged	beoogde; 
envisages	beoog; 
epidemic	epidemie;  epidemies; 
equal	 gelyk; gelyke;  gelyk wees; 
equality	gelykheid; 
equally	gelykop; 
equals	is gelyk aan; 
equipment	toerusting;  uitrusting;  werktuie; 
equipped	toegerus; 
equitable	billik; 
equity	 billikheid;  reële waarde; belang;  ekwiteit; 
equivalent	ekwivalent;  gelykwaardig; 
era	 era; tydperk; 
eradicate	uitroei; 
eradication	vernietiging;  uitroeiing;  uitwissing; 
error	fout;  dwaling; 
errors	 dwalings; foute; 
escape	 verwilder;  verwilderde tuinplant;  brandleer;  ontvlugting;  brandtrap;  ontsnapping;  uitlek;  branduitgang; ontsnap; 
escapes	 brandlere;  ontvlugtings;  ontsnappings;  verwilder;  branduitgange; uitlek;  brandtrappe; ontsnap; 
especially	veral; 
essence	 essens; kern;  geursel;  wese; 
essential	 noodsaaklikheid;  essensieel;  wesenlik; noodsaaklik; 
essentially	hoofsaaklik;  wesenlik;  in hoofsaak; 
establish	 oprig;  vasstel;  aanlê; vestig;  stig;  inrig;  aanplant;  tot stand bring;  daarstel; 
established	gevestig; 
establishes	 stel vas;  rig op;  oprig;  vasstel;  aanlê;  rig in; vestig;  lê aan;  stig;  inrig;  plant aan;  aanplant;  tot stand bring;  daarstel;  bring tot stand;  stel daar; 
establishment	 inrigting;  daarstelling;  vasstelling; bevestiging;  gesagsorde; 
establishments	inrigtings;  gesagsordes;  daarstellings;  vasstellings;  bevestigings; 
estate	eiendom;  landgoed;  boedel; 
estates	 boedels; landgoedere; eiendomme; 
esteem	agting; 
esteemed	geagte; 
estimate	 beraming; bereken;  skatting;  beraam;  raming;  raam;  skat; 
estimated	berekende;  beraamde;  geskatte; 
estimates	begroting; 
et	et al.; 
ethical	eties; 
ethics	 eerbaarheid;  sedeleer; etiek; 
ethnic	etnies;  etnologies; 
ethnicity	etnisiteit; 
ethos	etos; 
evaluate	 besyfer;  waarde bepaal; evalueer; 
evaluated	geëvalueer; 
evaluating	 bepaal waarde;  besyfer;  waarde bepaal; evalueer; 
evaluation	 waardebepaling; evaluering;  evaluasie; 
eve	 op die aand voor; op die vooraand van; 
even	 ewe; gelyk;  glad;  egalig;  gelykmatig; 
evening	aand; 
event	 nommer;  byeenkoms;  gebeurtenis; stadium;  item; 
events	 byeenkomste;  nommers;  gebeurtenisse;  stadiums; items; 
eventually	 eindelik; uiteindelik; 
ever	altyd;  immer; 
every	 ’n; elke;  elk;  elkeen; 
everybody	 mens; almal;  elkeen; 
everyone	almal;  elk;  elkeen; 
everything	 als; alles; 
evidence	 getuienis;  verklaring deur getuie; bewys; 
evident	klaarblyklik; 
evolve	ontwikkel; 
evolved	ontwikkelde; 
evolving	ontwikkelde; 
ex	ex aq.; 
exactly	net;  presies; 
examination	ondersoek;  eksamen; 
examinations	 eksamens; ondersoeke; 
examine	 eksamineer; ondersoek; 
examined	ondersoekte;  geëksamineerde; 
example	 eksemplaar; voorbeeld; 
examples	voorbeelde;  eksemplare; 
exams	eksamens; 
exceed	oorskry;  oortref; 
exceeded	oorskry; is oortref;  oortrefte; 
exceeding	 oorskryding;  oortreffende; buitengewone; 
exceeds	oorskry;  oortref; 
excelled	gepresteer;  uitgeblink; 
excellence	voortreflikheid; 
excellent	uitstekend;  voortreflik; 
except	uitsonder; 
exception	uitsondering; 
exceptional	 uitsonderlik; buitengewoon; 
excess	 ekses;  oormaat;  oorskat; oorskot; 
excessive	 buitensporig;  oormatig; bomatige; 
exchange	 uitruiling;  ruil; sentrale;  omruil;  valuta;  omruiling;  uitwissel;  ruiling;  wisseling;  wisselkoers; 
exchanges	 wisselkoerse;  sentrales;  omruil;  uitwissel; ruil;  uitruilings;  omruilings;  wisselings;  ruilings; 
excise	uitsny;  aksyns; 
excitement	 opgewondenheid; opwinding; 
exciting	opwindend;  opwekkend; 
exclude	uitsluit; 
excluded	uitgesluite; 
excludes	uitsluit; 
excluding	uitsluit; 
exclusion	uitsluiting;  eksklusie; 
exclusions	uitsluitings; 
exclusive	eksklusief;  uitsluitend; 
exclusively	 eksklusief; uitsluitlik;  uitsluitend; 
execute	 voer uit; uitvoer;  teregstel;  verly; 
executed	 tereggestelde;  uitgevoerde; verlyde;  het uitgevoer; 
executing	teregstellings; 
execution	 teregstelling; uitvoering; 
executive	 bestuurs-; uitvoerend;  uitvoerende owerheid;  bestuursbeampte;  bedryfsleier; 
executor	 uitvoerder; eksekuteur; 
exempt	vrystel; 
exempted	vrygestelde; 
exemption	vrystelling; 
exemptions	vrystellings; 
exercise	uitoefen;  oefen;  oefening;  geheue-oefening; 
exercised	geoefende; uitgeoefen; 
exercises	oefeninge; 
exhibit	 insending;  tentoonstel;  bewysstuk;  uitstalling;  toon stel, ten;  toonstuk;  uitstal; vertoon; 
exhibition	 tentoonstelling;  ekshibisie;  vertoning; uitstalling;  selfvertoon; 
exhibitions	 vertonings;  ekshibisies; uitstallings;  selfvertonings;  tentoonstellings; 
exile	 wegvoer;  balling; ballingskap;  banneling; 
exist	bestaan; 
existed	bestaande; 
existence	bestaan; 
existing	bestaande; 
exists	bestaan; 
exit	exit;  afgaan;  uitgang; 
expand	ontwikkel;  rek;  vergroot;  uitbrei;  uitsit;  uitdy; 
expanded	uitgedy; uitgebreide;  uitgesette;  vergrote;  ontwikkelde;  gerekte; 
expanding	uitsittend; 
expansion	 uitbreiding;  rek;  ekspansie;  rekking;  uitdying;  uitsetting;  vergroting; ontwikkeling; 
expect	verwag; 
expectation	verwagting; 
expectations	verwagtings; 
expected	verwagte; 
expedient	 dienstig; raadsaam; 
expenditure	verbruik;  besteding;  uitgawe; 
expense	 onkoste;  uitgawe; koste; 
expenses	 onkostes; onkoste; 
expensive	duur; 
experience	 belewe;  ondervinding;  belewenis; ondervind; 
experienced	 beleefde; het ondervind; 
experiences	 belewe; ondervind;  ondervindings;  belewenisse; 
experiencing	 belewe; ondervind; 
expert	 ervare speler;  ekspert; deskundige; 
expertise	kundigheid; 
experts	 ervare spelers; eksperts; deskundiges; 
expiration	verval;  ekspirasie;  uitaseming;  verstryking; 
expired	om; 
expiry	 afloop;  verval; einde;  verstryking;  vervaltyd; 
explain	verduidelik;  uitlê; 
explained	 uitgelegde; verduidelikte; 
explains	verduidelik;  uitlê;  lê uit; 
explanation	verduideliking; 
explanatory	 verklarend; verklarende; 
explicit	eksplisiet; 
exploitation	benutting;  uitbuiting;  ontginning;  eksploitasie; 
explore	 opspoor; ondersoek;  eksploreer;  verken; 
explored	 opgespoorde; verken;  eksploreerde; ondersoekte; 
explores	 opspoor; ondersoek;  eksploreer;  verken; 
exploring	 verkennende; eksploreer;  opsporende; ondersoek; 
expo	uitstalling; 
export	uitvoer;  uitvoerproduk; 
exports	uitvoer; 
expose	 blootlê; blootstel;  ontbloot;  belig; 
exposed	blootgestel; 
exposure	blootstelling;  beligting;  blootlegging;  ontbloting; 
express	uitdruk;  uitpers;  sneltrein;  spoeddiens; 
expressed	uitgeperste;  uitgedrukte; 
expression	 ekspressie; gevoel;  uitdrukking; 
expressions	 uitdrukkings; gevoelens;  ekspressies; 
expressly	uitdruklik; 
extend	 vergroot;  verleng;  aanvul;  uitstaan;  uitskuif;  uitrek; uitbrei;  uitsteek;  uitstoot; 
extended	 verlengde;  uitgeskuifde;  uitgerekte;  aangevulde;  uitgesteekte;  vergrote; uitstaande;  uitgestote;  uitgebreide; 
extending	 vergroot;  verleng;  aanvul;  uitskuif;  uitrek; uitbrei; 
extends	 vergroot;  verleng;  aanvul;  uitstaan;  uitrek;  uitskuif; uitbrei;  uitsteek;  uitstoot; 
extension	 uitrekking;  aanbouing;  uittrek;  ekstensie;  verlenging;  uitbreiding;  uitstel;  bylyn; bepaling;  uitsteeksel;  verlengblad;  aangesnyde deel;  verlengstuk;  verbreding;  ekstensief; 
extensive	uitgestrek;  uitgebreid;  ekstensief; 
extent	mate;  grootte;  omvang; 
external	 uiterlik;  buite-;  uitwendig; ekstern; 
extra	 addisioneel; ekstra;  ekstra speler; 
extract	 uitslinger;  uittrek;  uithaal;  ekstraheer; trek;  uitsuig;  uitmyn;  ekstrak;  afsuig;  uittreksel maak;  uittreksel; 
extraordinary	buitengewoon; 
extreme	 ekstreem; uiters;  uiterste; 
extremely	 geweldig;  hoogs;  uiters;  vreeslik; baie;  alte; 
eye	 spierbundel;  oog van naald; oog;  ogie;  gleuf;  steelgat; 
eyes	gisgaatjies; 
face	 bors;  stampvlak;  letterbeeld;  regte kant;  voorvlak;  wang;  drukspieël;  baan;  gesigvlak;  voorplaat;  oppervlak;  plat kant; vlak;  rig;  sigvlak;  werkoppervlak;  afvlak;  bewerkte vlak;  die hoof bied;  gesig;  regkant;  front;  sigkant;  beklee;  beeld;  belê;  voorkant;  oplê; 
